"","gene","term","estimate","statistic","p.value","lod","fdr"
"210","222825_at","sensitive",0.771126227140273,7.60731111421991,6.50023185291529e-05,2.30130929940627,0.0107697023199437
"211","208996_s_at","sensitive",-0.774909911041672,-7.57851804039164,6.67703396327127e-05,2.27524903038396,0.0109604953215877
"212","212174_at","sensitive",0.653289021409348,7.57554776087449,6.69557464546919e-05,2.2725551566518,0.0109604953215877
"213","202225_at","sensitive",-0.760189247402607,-7.5607339010464,6.78890164794095e-05,2.25910441323684,0.0109903368509386
"214","241722_x_at","sensitive",0.631021656537843,7.53573140084335,6.94971181984498e-05,2.23634416002719,0.0111103945540943
"215","207098_s_at","sensitive",-0.607919154356594,-7.52097377088213,7.04661218866931e-05,2.22287549768688,0.0112237219347474
"216","231199_at","sensitive",0.610746377809473,7.44195562979793,7.5916604507044e-05,2.15032058845626,0.0116922263420356
"217","227628_at","sensitive",-0.640781251335225,-7.3579194490657,8.22322083122401e-05,2.07234017327869,0.0123761565891375
"218","224928_at","sensitive",0.587526820643656,7.32579108081115,8.4799104518471e-05,2.04230207541972,0.0124711388036877
"219","224206_x_at","sensitive",-0.726687323699602,-7.30143934036824,8.68039476288746e-05,2.01945118330789,0.0125080606687775
"220","212010_s_at","sensitive",0.710126784850522,7.29677441696014,8.71939759538424e-05,2.01506552871559,0.0125080606687775
"221","1555240_s_at","sensitive",0.826513147504828,7.29470196883039,8.73678742233489e-05,2.01311629780934,0.0125080606687775
"222","227947_at","sensitive",-0.646345909683896,-7.29025992252478,8.77419023517217e-05,2.0089365877207,0.0125080606687775
"223","202883_s_at","sensitive",0.707530985054001,7.28046578077727,8.85728797117615e-05,1.99971235121335,0.0125080606687775
"224","224959_at","sensitive",0.707896554655982,7.26931840232222,8.95293130596103e-05,1.98919935087415,0.0125080606687775
"225","203518_at","sensitive",-0.689465960177962,-7.23432739164078,9.26067277696333e-05,1.95610066070066,0.0126600944086107
"226","204014_at","sensitive",-0.897576133853733,-7.21768116853052,9.41117886645037e-05,1.94030181817846,0.0127365397159202
"227","218318_s_at","sensitive",-0.620684791788379,-7.20274254166421,9.54855838859579e-05,1.92609454074342,0.012827209579766
"228","204165_at","sensitive",0.625997747025472,7.18105393143598,9.75198842069709e-05,1.90541860773114,0.012948978315422
